,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Assay Type,Assay Description,Assay Organism,Assay Variant Mutation,Target Name,Target Organism,Document Journal,pChEMBL,Canonical_Smiles
865,CHEMBL510185,COc1ccc2nc3cc(Cl)ccc3c(NCCCCNC(=O)C[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)c2c1,IC50,'=',43300.0,nM,4.36,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,4.363512103646634,COc1ccc2nc3cc(Cl)ccc3c(NCCCCNC(=O)C[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)c2c1
12126,CHEMBL4871705,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)nc3)cc(C(F)(F)F)c2)c(=O)[nH]1,IC50,'=',43410.0,nM,4.36,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as cell viability after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,4.3624102141613,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)nc3)cc(C(F)(F)F)c2)c(=O)[nH]1
7528,CHEMBL1935213,O=C(/C=C/c1ccccc1Cl)c1ccc2ccccc2c1O,IC50,'=',43500.0,nM,4.36,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Medchemcomm,4.361510743045363,O=C(/C=C/c1ccccc1Cl)c1ccc2ccccc2c1O
163,CHEMBL1817878,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccc(-c4nc5ccccc5c(=O)[nH]4)cc3)CC2)cc1,IC50,'=',43500.0,nM,4.36,,F,Cytotoxicity against human MDA-MB-231 cells after 4 days by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.361510743045363,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccc(-c4nc5ccccc5c(=O)[nH]4)cc3)CC2)cc1
12557,CHEMBL4175456,O=c1c2ccccc2oc2cc(OCCCCCCCO[N+](=O)[O-])cc(O)c12,IC50,'=',43540.0,nM,4.36,,F,Growth inhibition of human MDA-MB-231 cells after 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.361111575294925,O=c1c2ccccc2oc2cc(OCCCCCCCO[N+](=O)[O-])cc(O)c12
12556,CHEMBL4177216,O=c1c2cc(Br)ccc2oc2cc(OCCCO[N+](=O)[O-])cc(O)c12,IC50,'=',43560.0,nM,4.36,,F,Growth inhibition of human MDA-MB-231 cells after 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.3609121289162625,O=c1c2cc(Br)ccc2oc2cc(OCCCO[N+](=O)[O-])cc(O)c12
13290,CHEMBL4876837,COc1ccc(Nc2cc(C(F)(F)F)nc(Nc3ccc(NS(=O)(=O)c4ccccc4Cl)cc3)n2)cc1,IC50,'=',43568.0,nM,4.36,,F,Antiproliferative activity against human MDA-MB-231 cells measured by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.360832376004111,COc1ccc(Nc2cc(C(F)(F)F)nc(Nc3ccc(NS(=O)(=O)c4ccccc4Cl)cc3)n2)cc1
17148,CHEMBL5081669,CCN1c2ccccc2OC[C@@H]1Cc1ccc(O)cc1,IC50,'=',43600.0,nM,4.36,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as inhibition of cell growth incubated for 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,4.360513510731414,CCN1c2ccccc2OC[C@@H]1Cc1ccc(O)cc1
6546,CHEMBL4101441,CCCCCCCC/C=C\CCCCCCCC(=O)Nc1nnc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)s1,IC50,'=',43600.0,nM,4.36,,F,Cytotoxicity against human MDA-MB-231 cells incubated for 24 hrs by MTT asasy,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,4.360513510731414,CCCCCCCC/C=C\CCCCCCCC(=O)Nc1nnc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)s1
142,CHEMBL4086192,C=CC[C@H](O)[C@H]1CC[C@H]2CC(=O)C(=C)[C@]21O,IC50,'=',43620.0,nM,4.36,,F,Cytotoxic activity against human MDA-MB-231 cells incubated for 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.360314338757319,C=CC[C@H](O)[C@H]1CC[C@H]2CC(=O)C(=C)[C@]21O
6684,CHEMBL4746629,N#Cc1c(N)nc2nn3c4ccc5ccccc5c4nnc3c2c1-c1ccc(-c2c(C#N)c(N)nc3nn4c(nnc5ccc6ccccc6c54)c23)cc1,IC50,'=',43700.0,nM,4.36,,F,Cytotoxicity against Non-ERalpha-dependent human MDA-MB-231 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.359518563029578,N#Cc1c(N)nc2nn3c4ccc5ccccc5c4nnc3c2c1-c1ccc(-c2c(C#N)c(N)nc3nn4c(nnc5ccc6ccccc6c54)c23)cc1
11025,CHEMBL2414249,CCCCCCCCCCCCCCCCOP(=O)([O-])OCCC[N+](C)(C)Cc1ccccc1,IC50,'=',43700.0,nM,4.36,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.359518563029578,CCCCCCCCCCCCCCCCOP(=O)([O-])OCCC[N+](C)(C)Cc1ccccc1
11039,CHEMBL3087878,C=C1Cc2c(Cl)cc3[nH]c4c5c3c2[C@@]2(O)[C@@H]1C[C@H]2C(C)(C)O[C@H]5[C@@H]1CC[C@@]2(O)[C@@]35O[C@@H]3[C@H](O)O[C@H]5CC[C@]2(C)[C@@]41C,IC50,'=',43800.0,nM,4.36,,F,Antiproliferative activity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.3585258894959,C=C1Cc2c(Cl)cc3[nH]c4c5c3c2[C@@]2(O)[C@@H]1C[C@H]2C(C)(C)O[C@H]5[C@@H]1CC[C@@]2(O)[C@@]35O[C@@H]3[C@H](O)O[C@H]5CC[C@]2(C)[C@@]41C
14574,CHEMBL477382,C=C1C(=O)OC(CCCCCCCC)C1C(=O)O,IC50,'=',43800.0,nM,4.36,,F,Antiproliferative activity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.3585258894959,C=C1C(=O)OC(CCCCCCCC)C1C(=O)O
16991,CHEMBL5079569,COc1cc(OC)c2c(=O)[nH]c(-c3cccc(C)c3)nc2c1,IC50,'=',43860.0,nM,4.36,,F,Antiproliferative activity against human MDA-MB-231 cells incubated for 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,4.357931372658496,COc1cc(OC)c2c(=O)[nH]c(-c3cccc(C)c3)nc2c1
11888,CHEMBL4476356,O=C(/C=C/c1ccccc1O)c1ccc2ccccc2c1O,IC50,'=',43900.0,nM,4.36,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Medchemcomm,4.357535479757878,O=C(/C=C/c1ccccc1O)c1ccc2ccccc2c1O
1626,CHEMBL3288606,CC1=CC(=O)c2c(ccc3cc(C)oc23)C1=O,IC50,'=',43960.0,nM,4.36,,F,Cytotoxicity against human MDA-MB-231 cells assessed as inhibition of cell viability after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.356942316248547,CC1=CC(=O)c2c(ccc3cc(C)oc23)C1=O
1862,CHEMBL1819229,COc1ccc(C(CC(=O)c2ccccc2)SCCC(=O)O)cc1,IC50,'=',44000.0,nM,4.36,,F,Antiproliferative activity against estrogen receptor-deficient human MDA-MB-231 cells expressing estrogen receptor after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.356547323513812,COc1ccc(C(CC(=O)c2ccccc2)SCCC(=O)O)cc1
11605,CHEMBL3297996,O=C1O/C(=C\Cn2cc(-c3ccccc3)nn2)C(OCc2ccccc2)=C1OCc1ccccc1,IC50,'=',44000.0,nM,4.36,,F,Antiproliferative activity against human MDA-MB-231 cells after 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.356547323513812,O=C1O/C(=C\Cn2cc(-c3ccccc3)nn2)C(OCc2ccccc2)=C1OCc1ccccc1
1,CHEMBL1819223,O=C(CC(Sc1ccc([N+](=O)[O-])cc1)c1ccccc1)c1ccccc1,IC50,'=',44000.0,nM,4.36,,F,Antiproliferative activity against estrogen receptor-deficient human MDA-MB-231 cells expressing estrogen receptor after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.356547323513812,O=C(CC(Sc1ccc([N+](=O)[O-])cc1)c1ccccc1)c1ccccc1
123,CHEMBL4091633,CCc1ccc(C(=O)NC(Cc2ccccc2)C(=O)N2CCN(C3=Nc4ccccc4Sc4ccccc43)CC2)cc1,IC50,'=',44000.0,nM,4.36,,F,Cytotoxicity against human MDA-MB-231 cells after 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,4.356547323513812,CCc1ccc(C(=O)NC(Cc2ccccc2)C(=O)N2CCN(C3=Nc4ccccc4Sc4ccccc43)CC2)cc1
1208,CHEMBL2058061,CCCc1nn(C)c2c(=O)[nH]c(-c3ccc(OC)cc3)nc12,IC50,'=',44000.0,nM,4.36,,F,Antiproliferative activity against human MDA-MB-231 cells by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,4.356547323513812,CCCc1nn(C)c2c(=O)[nH]c(-c3ccc(OC)cc3)nc12
11110,CHEMBL2058064,CCCc1nn(C)c2c(=O)[nH]c(-c3cccc([N+](=O)[O-])c3O)nc12,IC50,'=',44000.0,nM,4.36,,F,Antiproliferative activity against human MDA-MB-231 cells by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,4.356547323513812,CCCc1nn(C)c2c(=O)[nH]c(-c3cccc([N+](=O)[O-])c3O)nc12
17344,CHEMBL4283462,C=C1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCNC(=O)CCCCCCC)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)C1=O,IC50,'=',44060.0,nM,4.36,,F,Cytotoxicity activity against human MDA-MB-231 cells assessed as cell growth inhibition after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,4.355955507185251,C=C1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCNC(=O)CCCCCCC)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)C1=O
6690,CHEMBL4127321,O=C(NC1CCCCC1)N(Cc1ccccn1)n1cnnc1,IC50,'=',44060.0,nM,4.36,,F,Cytotoxicity in human MDA-MB-231 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,4.355955507185251,O=C(NC1CCCCC1)N(Cc1ccccn1)n1cnnc1
4725,CHEMBL4099803,CCOC(=O)c1oc2ccc(NS(=O)(=O)c3cccs3)cc2c1C,IC50,'=',44100.0,nM,4.36,,F,Antiproliferative activity against human MDA-MB-231 cells after 72 hrs under hypoxic condition by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.355561410532162,CCOC(=O)c1oc2ccc(NS(=O)(=O)c3cccs3)cc2c1C
8740,CHEMBL4098124,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)OCc2cn(CCCCCC(=O)O)nn2)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,IC50,'=',44100.0,nM,4.36,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.355561410532162,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)OCc2cn(CCCCCC(=O)O)nn2)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C
5574,CHEMBL4085014,O=C(C[n+]1ccc2c(c1)[nH]c1ccccc12)c1ccc(Br)cc1.[Br-],IC50,'=',44100.0,nM,4.36,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,4.355561410532162,O=C(C[n+]1ccc2c(c1)[nH]c1ccccc12)c1ccc(Br)cc1.[Br-]
11037,CHEMBL4095370,Cc1c2c(cc[n+]1CC(=O)c1ccc3ccccc3c1)c1ccccc1n2Cc1ccccc1.[Br-],IC50,'=',44100.0,nM,4.36,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,4.355561410532162,Cc1c2c(cc[n+]1CC(=O)c1ccc3ccccc3c1)c1ccccc1n2Cc1ccccc1.[Br-]
5502,CHEMBL4287365,Cc1coc2c3ccc4c(c3c3[nH]c(-c5ccc(C(F)(F)F)cc5)nc3c12)CCCC4(C)C,IC50,'=',44300.0,nM,4.35,,F,Antiproliferative activity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,4.3535962737769305,Cc1coc2c3ccc4c(c3c3[nH]c(-c5ccc(C(F)(F)F)cc5)nc3c12)CCCC4(C)C
9173,CHEMBL2414248,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)Cc1ccccc1,IC50,'=',44300.0,nM,4.35,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.3535962737769305,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)Cc1ccccc1
13257,CHEMBL375900,COc1ccccc1-n1c(C)nc2c(-c3ccc(Cl)cc3)nc3ccccc3c2c1=O,IC50,'=',44330.0,nM,4.35,,F,Cytotoxicity against Homo sapiens (human) MDA-MB-231 cells assessed as growth inhibition after 72 hr by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Med Chem Res,4.3533022687006655,COc1ccccc1-n1c(C)nc2c(-c3ccc(Cl)cc3)nc3ccccc3c2c1=O
9465,CHEMBL253777,COc1cc(O)ccc1C(=O)/C=C/c1ccc(O)cc1,IC50,'=',44440.0,nM,4.35,,F,Cytotoxicity against human MDA-MB-231 cells after 3 days by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Nat Prod,4.35222594973117,COc1cc(O)ccc1C(=O)/C=C/c1ccc(O)cc1
15698,CHEMBL3414621,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,IC50,'=',44450.0,nM,4.35,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as cell viability after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,4.352128234693767,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1
10135,CHEMBL2297309,COc1ccc(-n2c(C)nc3c(-c4ccc(Cl)cc4)nc4ccccc4c3c2=O)c(OC)c1,IC50,'=',44510.0,nM,4.35,,F,Cytotoxicity against Homo sapiens (human) MDA-MB-231 cells assessed as growth inhibition after 72 hr by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Med Chem Res,4.351542405717478,COc1ccc(-n2c(C)nc3c(-c4ccc(Cl)cc4)nc4ccccc4c3c2=O)c(OC)c1
17124,CHEMBL4277408,C[C@]12CCc3ncccc3C1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)Cc1ccccn1,IC50,'=',44520.0,nM,4.35,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Medchemcomm,4.35144484433733,C[C@]12CCc3ncccc3C1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)Cc1ccccn1
7212,CHEMBL4177146,O=c1c2cc(O)ccc2oc2cc(OCCCCCO[N+](=O)[O-])cc(O)c12,IC50,'=',44650.0,nM,4.35,,F,Growth inhibition of human MDA-MB-231 cells after 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.350178536775434,O=c1c2cc(O)ccc2oc2cc(OCCCCCO[N+](=O)[O-])cc(O)c12
3357,CHEMBL3593625,O=C(CN1C(=O)C2(OCCCO2)c2cc(Br)ccc21)Nc1ccc(C(=O)NO)cc1,IC50,'=',44670.0,nM,4.35,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.349984047528161,O=C(CN1C(=O)C2(OCCCO2)c2cc(Br)ccc21)Nc1ccc(C(=O)NO)cc1
16940,CHEMBL3393075,Cc1cc(N(C)C)n2nc3nc4ccccc4cc3c2n1,IC50,'=',44800.0,nM,4.35,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.3487219860018556,Cc1cc(N(C)C)n2nc3nc4ccccc4cc3c2n1
1244,CHEMBL2047988,Cc1cc(NC(=O)Nc2ccc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)cc2)no1,IC50,'=',44800.0,nM,4.35,,F,Antiproliferative activity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.3487219860018556,Cc1cc(NC(=O)Nc2ccc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)cc2)no1
314,CHEMBL3822635,COC(=O)CN(C)c1nc(NCCc2ccccc2)ncc1[N+](=O)[O-],IC50,'=',44810.0,nM,4.35,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.348625056086957,COC(=O)CN(C)c1nc(NCCc2ccccc2)ncc1[N+](=O)[O-]
3463,CHEMBL573496,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cnc(N)nc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,'=',44820.0,nM,4.35,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Medchemcomm,4.348528147800957,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cnc(N)nc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
9065,CHEMBL16901,C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1,IC50,'=',44890.0,nM,4.35,,F,Antiproliferative activity against human MDA-MB-231 cells measured after 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,4.347850394598347,C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1
16111,CHEMBL4093785,CCCc1nn(C)c2c1NC1(CCC(C)(C)CC1)NC2=O,IC50,'=',45000.0,nM,4.35,,F,Cytotoxicity against human MDA-MB-231 cells assessed as decrease in cell viability after 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,4.346787486224656,CCCc1nn(C)c2c1NC1(CCC(C)(C)CC1)NC2=O
11126,CHEMBL1819208,COc1ccc(C(CC(=O)c2ccccc2)Sc2ccc(C)cc2)cc1,IC50,'=',45000.0,nM,4.35,,F,Antiproliferative activity against estrogen receptor-deficient human MDA-MB-231 cells expressing estrogen receptor after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.346787486224656,COc1ccc(C(CC(=O)c2ccccc2)Sc2ccc(C)cc2)cc1
16907,CHEMBL5071651,CCN(CC)CCOCCOc1ccc(CN2c3ccccc3OC[C@@H]2Cc2ccc(OC)cc2)cc1,IC50,'=',45000.0,nM,4.35,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as inhibition of cell growth incubated for 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,4.346787486224656,CCN(CC)CCOCCOc1ccc(CN2c3ccccc3OC[C@@H]2Cc2ccc(OC)cc2)cc1
1874,CHEMBL1813338,C=C1CC/C=C(\C)CCC2=C(C)C(=O)O[C@H]2/C=C(\C)CC[C@@H]1OC(=O)NC1CCCCC1,IC50,'=',45000.0,nM,4.35,,F,Antiproliferative activity against human MDA-MB-231 cells after 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.346787486224656,C=C1CC/C=C(\C)CCC2=C(C)C(=O)O[C@H]2/C=C(\C)CC[C@@H]1OC(=O)NC1CCCCC1
10384,CHEMBL2391403,O=C(Nc1cc(Sc2ncn[nH]2)c(O)c2ccccc12)c1ccc2ccccc2c1,IC50,'=',45080.0,nM,4.35,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.3460160926259315,O=C(Nc1cc(Sc2ncn[nH]2)c(O)c2ccccc12)c1ccc2ccccc2c1
12563,CHEMBL4847319,Cc1ccc(C(C)C)c(OCc2cn(-c3ccccc3)nn2)c1,IC50,'=',45110.0,nM,4.35,,F,Cytotoxicity against human MDA-MB-231 cells assessed as cell growth inhibition incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.34572717290229,Cc1ccc(C(C)C)c(OCc2cn(-c3ccccc3)nn2)c1
8900,CHEMBL4069199,O=C1C=C[C@]2(C[C@H](O)[C@H](c3ccccc3)O2)O1,IC50,'=',45130.0,nM,4.35,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.345534666479854,O=C1C=C[C@]2(C[C@H](O)[C@H](c3ccccc3)O2)O1
5759,CHEMBL4454453,COCCN(CCCN1c2ccccc2Sc2ccccc21)CCOC,IC50,'=',45140.0,nM,4.34,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 2 days by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.345438445258257,COCCN(CCCN1c2ccccc2Sc2ccccc21)CCOC
15619,CHEMBL4872283,Cc1ccc(C(C)C)c(OCc2cn(-c3cccc(Cl)c3)nn2)c1,IC50,'=',45190.0,nM,4.34,,F,Cytotoxicity against human MDA-MB-231 cells assessed as cell growth inhibition incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.344957658668799,Cc1ccc(C(C)C)c(OCc2cn(-c3cccc(Cl)c3)nn2)c1
4787,CHEMBL4458982,COc1cc(OC)cc(-n2ccnc2-c2cc(OC)c(OC)c(OC)c2)c1,IC50,'=',45200.0,nM,4.34,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,4.3448615651886175,COc1cc(OC)cc(-n2ccnc2-c2cc(OC)c(OC)c(OC)c2)c1
15243,CHEMBL456,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,IC50,'=',45240.0,nM,4.34,,F,Cytotoxic activity against human MDA-MB-231 cells assessed as inhibition of cell proliferation incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,4.344477403746582,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
7612,CHEMBL4093933,C1=C2c3ccccc3CC[C@@H]2N2C[C@H](OCc3ccccc3)C[C@H]2C1,IC50,'=',45300.0,nM,4.34,,F,Cytotoxicity against human MDA-MB-231 cells after 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.343901797987168,C1=C2c3ccccc3CC[C@@H]2N2C[C@H](OCc3ccccc3)C[C@H]2C1
3142,CHEMBL4096017,C=C(COC(=O)CCCc1ccccc1)C(=O)OC,IC50,'=',45320.0,nM,4.34,,F,Antiproliferative activity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,4.34371009880864,C=C(COC(=O)CCCc1ccccc1)C(=O)OC
17288,CHEMBL4876531,COc1ccc(-n2cc(COc3cc(C)ccc3C(C)C)nn2)cc1,IC50,'=',45330.0,nM,4.34,,F,Cytotoxicity against human MDA-MB-231 cells assessed as cell growth inhibition incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.3436142809413125,COc1ccc(-n2cc(COc3cc(C)ccc3C(C)C)nn2)cc1
2352,CHEMBL2205247,CC[C@H](NC)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CO)CC[C@H]2C(=O)N[C@H](C(=O)NCCCCCNc1c(NCCCCCNC(=O)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CC[C@H](CO)[C@H](NC(=O)[C@H](CC)NC)C(=O)N32)c2ccccc2)c(=O)c1=O)c1ccccc1.O=C(O)C(F)(F)F,IC50,'=',45400.0,nM,4.34,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,4.342944147142896,CC[C@H](NC)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CO)CC[C@H]2C(=O)N[C@H](C(=O)NCCCCCNc1c(NCCCCCNC(=O)[C@@H](NC(=O)[C@@H]2CC[C@@H]3CC[C@H](CO)[C@H](NC(=O)[C@H](CC)NC)C(=O)N32)c2ccccc2)c(=O)c1=O)c1ccccc1.O=C(O)C(F)(F)F
